rank,symbol,base,quote,price,change_24h_pct,high_24h,low_24h,volume_24h,quote_volume_24h,usd_volume_24h_approx,vwap_24h,trades_24h
891,IDEXUSDC,IDEX,USDC,0.00198000,-40.54100000,0.00450000,0.00198000,78071445.30000000,257619.40417000,257619.40417000,0.00329979,4000
892,NEXOBUSD,NEXO,BUSD,0.62700000,0.16000000,0.65100000,0.60800000,410593.52000000,254716.85813000,254716.85813000,0.62036259,4000
893,GRAMUSDC,GRAM,USDC,1.32600000,-1.26600000,1.34700000,1.31900000,189857.78000000,252861.24505000,252861.24505000,1.33184558,2823
894,ORCLBUSDT,ORCLB,USDT,147.37000000,-2.61000000,151.69000000,145.42000000,1695.72900000,252653.85802000,252653.85802000,148.99424261,7605
895,PUNDIXUSDT,PUNDIX,USDT,0.07360000,-0.40600000,0.07560000,0.07260000,3408332.00000000,252480.71105000,252480.71105000,0.07407750,1881
896,SYSBUSD,SYS,BUSD,0.08180000,-7.15100000,0.09270000,0.07770000,3018102.00000000,252181.46170000,252181.46170000,0.08355631,4000
897,BNTBUSD,BNT,BUSD,0.35990000,-11.81100000,0.40880000,0.35910000,659485.10000000,252112.49164000,252112.49164000,0.38228687,4000
898,GMTUSDT,GMT,USDT,0.00615000,-1.75700000,0.00632000,0.00611000,40404247.30000000,251489.97646400,251489.97646400,0.00622435,3920
899,QUICKBUSD,QUICK,BUSD,74.10000000,-6.43900000,80.20000000,73.00000000,3326.88500000,251008.29710000,251008.29710000,75.44844415,4000
900,ARDRUSDT,ARDR,USDT,0.02096000,-0.52200000,0.02279000,0.01929000,11927697.00000000,247854.18449000,247854.18449000,0.02077972,10138
901,1000CATUSDT,1000CAT,USDT,0.00168000,-1.17600000,0.00174000,0.00166000,145946575.90000001,247510.96792400,247510.96792400,0.00169590,2914
902,AVABUSD,AVA,BUSD,0.47000000,9.30200000,0.47900000,0.42800000,540265.20000000,247208.85070000,247208.85070000,0.45756945,4000
903,TRBUSDT,TRB,USDT,13.09000000,0.07600000,13.19000000,12.79000000,18808.57200000,245312.61943000,245312.61943000,13.04259672,4674
904,MBOXBUSD,MBOX,BUSD,0.20900000,-11.06400000,0.24300000,0.20110000,1134110.40000000,244328.63717000,244328.63717000,0.21543638,4000
905,GTCBUSD,GTC,BUSD,0.95200000,17.53100000,1.01400000,0.80600000,267659.50000000,244259.49550000,244259.49550000,0.91257548,4000
906,DENTBUSD,DENT,BUSD,0.00070700,-7.94300000,0.00080200,0.00068900,315319274.00000000,242167.89547600,242167.89547600,0.00076801,4000
907,PUNDIXUSDC,PUNDIX,USDC,0.15800000,-6.73000000,0.17820000,0.13710000,1534835.40000000,241041.38637000,241041.38637000,0.15704706,4000
908,ETHEURI,ETH,EURI,1378.00000000,-0.80900000,1466.66000000,1360.26000000,149.11870000,207525.54114900,240459.84452935,1391.68019269,4000
909,ALICEBUSD,ALICE,BUSD,0.72600000,-3.58600000,0.79000000,0.71100000,318736.38000000,239328.80290000,239328.80290000,0.75086754,4000
910,PROVEUSDT,PROVE,USDT,0.14960000,-1.44900000,0.15230000,0.14820000,1588019.20000000,237473.40890000,237473.40890000,0.14954064,2349
911,IDEXBUSD,IDEX,BUSD,0.04879000,8.95500000,0.05112000,0.04120000,5071779.00000000,235681.31138300,235681.31138300,0.04646916,4000
912,BNSOLUSDT,BNSOL,USDT,85.40000000,0.82600000,85.80000000,83.20000000,2765.94900000,234607.01810000,234607.01810000,84.81971942,2301
913,VITEUSDT,VITE,USDT,0.00086000,-24.56100000,0.00116000,0.00080000,236768977.40000001,234222.03148400,234222.03148400,0.00098924,4001
914,RUNEUSDC,RUNE,USDC,0.41700000,-0.47700000,0.42100000,0.41400000,559357.00000000,233600.96080000,233600.96080000,0.41762409,837
915,SAPIENUSDT,SAPIEN,USDT,0.07640000,-2.05100000,0.07820000,0.07510000,3009362.20000000,231314.47998000,231314.47998000,0.07686495,3973
916,BALUSDT,BAL,USDT,0.96700000,-3.68500000,1.00400000,0.92100000,239235.66000000,231043.32076000,231043.32076000,0.96575620,4001
917,DASHBUSD,DASH,BUSD,25.83000000,0.19400000,26.59000000,24.26000000,8979.37400000,230503.52517000,230503.52517000,25.67033350,4000
918,VANAUSDT,VANA,USDT,0.86300000,-0.34600000,0.88600000,0.86100000,264663.94000000,230362.22621000,230362.22621000,0.87039521,2361
919,MOVEUSDT,MOVE,USDT,0.00620000,-4.61500000,0.00650000,0.00610000,36913433.80000000,229947.32173000,229947.32173000,0.00622937,1561
920,QCOMBUSDT,QCOMB,USDT,162.50000000,-1.42600000,167.92000000,161.86000000,1385.16700000,229183.06216000,229183.06216000,165.45518494,3655
921,SOMIUSDC,SOMI,USDC,0.09110000,-0.87100000,0.09390000,0.09000000,2472298.50000000,226977.06540000,226977.06540000,0.09180812,1338
922,XPLUSDC,XPL,USDC,0.07670000,0.41900000,0.07751000,0.07394000,2957451.60000000,224725.19857400,224725.19857400,0.07598610,4146
923,DUSKBUSD,DUSK,BUSD,0.14310000,4.98900000,0.14400000,0.12620000,1658026.00000000,221923.61990000,221923.61990000,0.13384809,4000
924,RAYUSDT,RAY,USDT,0.61890000,-0.65800000,0.62400000,0.61010000,358141.30000000,221767.68122000,221767.68122000,0.61921840,2803
925,LPTBUSD,LPT,BUSD,6.16000000,1.65000000,6.58000000,5.92000000,35434.39000000,221591.11240000,221591.11240000,6.25356080,4000
926,OPUSDC,OP,USDC,0.08370000,-1.18100000,0.08560000,0.08180000,2631257.02000000,221137.17014500,221137.17014500,0.08404241,3654
927,TRUMPUSDC,TRUMP,USDC,1.40600000,-0.77600000,1.41900000,1.39000000,157646.84300000,221017.53009200,221017.53009200,1.40197879,2337
928,TREEUSDT,TREE,USDT,0.03380000,-2.02900000,0.03480000,0.03370000,6466749.50000000,220834.35468000,220834.35468000,0.03414921,3640
929,TSTUSDC,TST,USDC,0.01559000,9.63400000,0.01641000,0.01382000,14416658.50000000,220444.23242200,220444.23242200,0.01529094,4113
930,AGLDBUSD,AGLD,BUSD,0.82700000,-11.26600000,0.93300000,0.77900000,263381.30000000,220408.99320000,220408.99320000,0.83684374,4000
931,IDUSDT,ID,USDT,0.02810000,-2.09100000,0.02890000,0.02780000,7776813.00000000,220189.65490000,220189.65490000,0.02831361,2631
932,HYPERUSDT,HYPER,USDT,0.06280000,-0.15900000,0.06340000,0.06190000,3499697.50000000,219742.48361000,219742.48361000,0.06278899,4723
933,TLMUSDC,TLM,USDC,0.00140900,-11.04800000,0.00159900,0.00134000,150699479.00000000,217367.00923100,217367.00923100,0.00144239,2904
934,DARBUSD,DAR,BUSD,0.07995000,-15.66500000,0.09834000,0.07769000,2485073.00000000,217127.31495000,217127.31495000,0.08737261,4000
935,BURGERUSDT,BURGER,USDT,0.01720000,-28.63100000,0.02550000,0.01660000,10439094.10000000,216978.21736000,216978.21736000,0.02078516,4001
936,CYBERUSDT,CYBER,USDT,0.29100000,-1.68900000,0.29700000,0.28500000,746574.43000000,216576.70945000,216576.70945000,0.29009393,4463
937,1MBABYDOGEUSDT,1MBABYDOGE,USDT,0.00032440,-0.49100000,0.00032930,0.00032180,666527628.00000000,216550.02864800,216550.02864800,0.00032489,3945
938,DYMUSDT,DYM,USDT,0.01463000,-1.54800000,0.01496000,0.01441000,14751938.00000000,215926.03835900,215926.03835900,0.01463713,6165
939,IMXUSDT,IMX,USDT,0.10730000,-0.92300000,0.10930000,0.10610000,2005010.77000000,215596.76877400,215596.76877400,0.10752898,2882
940,ANTBUSD,ANT,BUSD,4.30300000,-0.39400000,4.47000000,4.05900000,50351.80000000,215579.19000000,215579.19000000,4.28145945,4000
941,KMDUSDT,KMD,USDT,0.01630000,1.87500000,0.02050000,0.01500000,12791695.00000000,215280.24140000,215280.24140000,0.01682969,4001
942,YBUSDT,YB,USDT,0.07740000,-4.56200000,0.08180000,0.07720000,2717702.90000000,214947.92128000,214947.92128000,0.07909177,3291
943,XVGTUSD,XVG,TUSD,0.00626900,15.30300000,0.00653600,0.00486200,36717466.00000000,213700.73559400,213700.73559400,0.00582014,4000
944,GBPUSDT,GBP,USDT,1.18000000,-0.59000000,1.20800000,1.16200000,180121.00000000,213136.96660000,213136.96660000,1.18329882,4001
945,WANUSDT,WAN,USDT,0.05430000,-2.74000000,0.05800000,0.05395000,3819291.00000000,212005.40440000,212005.40440000,0.05550910,5202
946,ARBUSDC,ARB,USDC,0.07550000,1.61500000,0.07570000,0.07270000,2826138.00000000,210418.99455000,210418.99455000,0.07445461,1379
947,WOOUSDT,WOO,USDT,0.01045000,-2.24500000,0.01071000,0.01037000,20021062.50000000,210231.34544300,210231.34544300,0.01050051,2119
948,NBTUSDT,NBT,USDT,0.00252000,-4.54500000,0.00276000,0.00216000,80951403.00000000,209186.60627000,209186.60627000,0.00258410,4000
949,OPTUSD,OP,TUSD,2.99700000,2.84800000,3.40400000,2.90000000,66727.39000000,208164.32732000,208164.32732000,3.11962340,4000
950,USDEUSDC,USDE,USDC,1.00020000,0.03000000,1.00030000,0.99990000,206137.00000000,206166.89790000,206166.89790000,1.00014504,368
951,TLMBUSD,TLM,BUSD,0.00941000,-7.56400000,0.01079000,0.00922000,20589713.00000000,204693.78155000,204693.78155000,0.00994156,4000
952,AKROUSDT,AKRO,USDT,0.00098100,-10.57400000,0.00112000,0.00090600,196396908.00000000,204099.22046800,204099.22046800,0.00103922,4001
953,FISUSDT,FIS,USDT,0.01910000,-2.55100000,0.02190000,0.01760000,10613884.00000000,203751.91790000,203751.91790000,0.01919673,4001
954,LDOTUSD,LDO,TUSD,2.46700000,-13.01100000,2.88000000,2.44600000,76232.33000000,202799.07183000,202799.07183000,2.66027644,4000
955,LINEAUSDT,LINEA,USDT,0.00213700,-0.78900000,0.00216200,0.00210800,94826749.00000000,202654.33006200,202654.33006200,0.00213710,3469
956,OAXUSDT,OAX,USDT,0.03580000,-21.49100000,0.04890000,0.03560000,4783896.00000000,202253.71490000,202253.71490000,0.04227803,4001
957,VIBETH,VI,BETH,0.00003450,-7.35800000,0.00004366,0.00003314,3539004.00000000,129.83515609,202058.55836818,0.00003669,4000
958,BMTUSDC,BMT,USDC,0.01661000,11.47700000,0.01696000,0.01459000,12746915.30000000,201727.30406600,201727.30406600,0.01582558,17921
959,INITUSDT,INIT,USDT,0.05190000,0.38700000,0.05280000,0.05040000,3900764.20000000,200509.29805000,200509.29805000,0.05140257,4338
960,ALGOUSDC,ALGO,USDC,0.07860000,-0.63200000,0.08000000,0.07720000,2545921.00000000,200340.73320000,200340.73320000,0.07869087,2339
961,XTZUSDT,XTZ,USDT,0.19790000,0.15200000,0.20390000,0.19360000,995000.40000000,197649.34666000,197649.34666000,0.19864248,3059
962,BIGTIMEUSDC,BIGTIME,USDC,0.00707000,-53.08600000,0.01561000,0.00611000,18352162.00000000,197390.94673000,197390.94673000,0.01075573,4000
963,ZENBUSD,ZEN,BUSD,7.19000000,-16.49200000,8.86000000,6.06000000,25237.44000000,195612.02570000,195612.02570000,7.75086640,4000
964,RKLBBUSDT,RKLBB,USDT,82.54000000,1.27600000,85.56000000,80.28000000,2380.00000000,194771.41100000,194771.41100000,81.83672731,2125
965,ALPHABUSD,ALPHA,BUSD,0.07710000,-2.03300000,0.08300000,0.07280000,2477459.00000000,193701.31490000,193701.31490000,0.07818548,4000
966,TURBOUSDT,TURBO,USDT,0.00077700,-2.50900000,0.00079800,0.00077300,246539190.00000000,192879.53972500,192879.53972500,0.00078235,4454
967,SFPUSDT,SFP,USDT,0.23470000,-0.50900000,0.24410000,0.23050000,817855.00000000,192805.82870000,192805.82870000,0.23574574,3904
968,WBTC,,WBTC,0.00000046,-29.23100000,0.00000067,0.00000045,5198455.90000000,2.98789605,192186.67287513,0.00000057,4000
969,MANTAUSDT,MANTA,USDT,0.05677000,-1.18400000,0.05745000,0.05607000,3371849.40000000,191462.32650900,191462.32650900,0.05678259,3261
970,BABABUSDT,BABAB,USDT,123.96000000,-1.04600000,127.02000000,123.61000000,1499.59900000,187544.29541000,187544.29541000,125.06296377,2834
971,UTKUSDC,UTK,USDC,0.01044000,-24.89200000,0.01445000,0.00956000,14382140.00000000,186257.29332000,186257.29332000,0.01295060,4000
972,AUDIOUSDT,AUDIO,USDT,0.01180000,-1.33800000,0.01205000,0.01175000,15680356.20000000,186177.47256900,186177.47256900,0.01187329,3412
973,CRDOBUSDT,CRDOB,USDT,284.94000000,8.35500000,285.45000000,261.69000000,678.01500000,184731.31195000,184731.31195000,272.45903402,3591
974,CELOUSDT,CELO,USDT,0.05952000,-1.29400000,0.06042000,0.05902000,3090320.80000000,184507.34350500,184507.34350500,0.05970492,3957
975,USTCUSDT,USTC,USDT,0.00490000,0.20400000,0.00497000,0.00481000,37636778.00000000,184299.39400000,184299.39400000,0.00489679,7148
976,VIDTUSDT,VIDT,USDT,0.00115000,-19.01400000,0.00151000,0.00105000,148266713.00000000,183519.31426000,183519.31426000,0.00123776,4001
977,BADGERUSDT,BADGER,USDT,0.76200000,-7.41200000,0.83400000,0.74000000,232079.55000000,183491.40946000,183491.40946000,0.79064015,4001
978,OSMOUSDT,OSMO,USDT,0.03000000,-1.31600000,0.03150000,0.02960000,6030136.87000000,182701.90596600,182701.90596600,0.03029814,2765
979,LPTUSDT,LPT,USDT,1.18500000,-0.83700000,1.19800000,1.17000000,153881.99000000,182022.06068000,182022.06068000,1.18286786,1976
980,BREVUSDT,BREV,USDT,0.06570000,-1.64700000,0.06700000,0.06530000,2746350.20000000,181635.85297000,181635.85297000,0.06613718,3931
981,NKNUSDT,NKN,USDT,0.00730000,2.81700000,0.00760000,0.00660000,25288819.00000000,181523.24370000,181523.24370000,0.00717800,4001
982,GENIUSUSDT,GENIUS,USDT,0.36700000,-0.21800000,0.37940000,0.36320000,487944.50000000,181363.39476000,181363.39476000,0.37168857,3955
983,FLOKITUSD,FLOKI,TUSD,0.00003203,-12.93800000,0.00003822,0.00002680,5428437542.00000000,179302.20453030,179302.20453030,0.00003303,4000
984,ARMBUSDT,ARMB,USDT,276.57000000,-0.73900000,287.16000000,272.79000000,634.35100000,178786.62414000,178786.62414000,281.84179443,2932
985,IOSTUSDT,IOST,USDT,0.00053900,-3.40500000,0.00055900,0.00051600,331383364.00000000,178519.52299300,178519.52299300,0.00053871,4046
986,JTOUSDC,JTO,USDC,0.58950000,-0.11900000,0.62040000,0.57610000,296655.20000000,178267.68239000,178267.68239000,0.60092553,2221
987,RDNTTUSD,RDNT,TUSD,0.30100000,-5.64300000,0.33510000,0.29030000,559713.00000000,177980.55430000,177980.55430000,0.31798539,4000
988,MORPHOUSDC,MORPHO,USDC,2.11700000,5.79700000,2.16300000,1.98900000,85832.87000000,177798.80496000,177798.80496000,2.07145357,1519
989,WNXMUSDT,WNXM,USDT,73.26000000,3.19800000,76.37000000,69.38000000,2428.38000000,177656.52170000,177656.52170000,73.15845201,4001
990,ASTERUSDC,ASTER,USDC,0.60100000,0.00000000,0.60300000,0.59600000,295631.63000000,177147.19555000,177147.19555000,0.59921598,1121
991,NILUSDC,NIL,USDC,0.04566000,-0.65300000,0.05197000,0.04495000,3694910.40000000,176430.03347100,176430.03347100,0.04774948,1161
992,LINAUSDT,LINA,USDT,0.00033700,4.33400000,0.00034700,0.00031600,533020119.00000000,176157.58695100,176157.58695100,0.00033049,4001
993,PHAUSDT,PHA,USDT,0.02180000,-0.90900000,0.02230000,0.02140000,8035533.00000000,175537.72640000,175537.72640000,0.02184519,1520
994,ILVUSDT,ILV,USDT,3.00000000,-2.91300000,3.16000000,2.95000000,56936.06000000,173094.76288000,173094.76288000,3.04016054,3071
995,REUSDC,RE,USDC,0.41680000,-7.23300000,0.44950000,0.40740000,407878.90000000,172692.88244000,172692.88244000,0.42339254,2505
996,EDENUSDC,EDEN,USDC,0.05050000,12.92500000,0.05560000,0.04260000,3498488.30000000,172297.16995000,172297.16995000,0.04924903,1602
997,SNXUSDT,SNX,USDT,0.19800000,0.00000000,0.20000000,0.19400000,872257.10000000,172296.67570000,172296.67570000,0.19752969,1501
998,ZENUSDC,ZEN,USDC,3.99200000,-0.05000000,4.08100000,3.95300000,43038.74000000,172175.72220000,172175.72220000,4.00048241,1435
999,QIUSDT,QI,USDT,0.00131100,-1.50300000,0.00133900,0.00128000,130955322.00000000,171631.56716000,171631.56716000,0.00131061,5321
1000,AEVOUSDT,AEVO,USDT,0.02011000,0.55000000,0.02015000,0.01958000,8540525.48000000,170473.72619370,170473.72619370,0.01996057,2660
1001,ESPUSDC,ESP,USDC,0.07232000,3.10800000,0.07515000,0.06997000,2343457.00000000,170391.84099000,170391.84099000,0.07270961,5491
1002,PONDBUSD,POND,BUSD,0.00936000,-3.80300000,0.00996000,0.00913000,17503444.31000000,168177.52594450,168177.52594450,0.00960825,4000
1003,CHESSUSDT,CHESS,USDT,0.00281000,-16.86400000,0.00388000,0.00255000,52870057.50000000,167264.08413700,167264.08413700,0.00316368,4001
1004,ICXUSDT,ICX,USDT,0.01810000,-2.68800000,0.01870000,0.01800000,9130908.70000000,166747.87664000,166747.87664000,0.01826191,3632
1005,CHESSUSDC,CHESS,USDC,0.00316000,-42.75400000,0.00600000,0.00247000,39370572.70000000,166239.83585300,166239.83585300,0.00422244,4001
1006,USUALUSDT,USUAL,USDT,0.00893000,0.45000000,0.00899000,0.00874000,18736418.70000000,166239.11325300,166239.11325300,0.00887251,4479
1007,ALPINEUSDT,ALPINE,USDT,0.31400000,-1.56700000,0.32200000,0.31200000,527251.68000000,166194.09855000,166194.09855000,0.31520829,3775
1008,VOXELUSDT,VOXEL,USDT,0.01400000,-3.44800000,0.01470000,0.01300000,11872226.60000000,163813.59403000,163813.59403000,0.01379805,4001
1009,GLWBUSDT,GLWB,USDT,176.30000000,5.64500000,177.06000000,166.65000000,952.81600000,163622.27726000,163622.27726000,171.72494717,1911
1010,SUIUSD1,SUI,USD1,0.67760000,0.08900000,0.68060000,0.66740000,241813.60000000,163307.30987000,163279.54762732,0.67534378,1229
1011,CGPTUSDT,CGPT,USDT,0.01978000,-3.60600000,0.02054000,0.01927000,8213915.70000000,163002.79607400,163002.79607400,0.01984471,4739
1012,SOPHUSDC,SOPH,USDC,0.00351000,-4.62000000,0.00457000,0.00349000,41493045.00000000,160680.07473000,160680.07473000,0.00387246,1957
1013,AMZNBUSDT,AMZNB,USDT,259.06000000,-1.88200000,266.80000000,258.43000000,606.37000000,160095.46470000,160095.46470000,264.02273315,2347
1014,NULSUSDT,NULS,USDT,0.02580000,-7.19400000,0.02890000,0.02270000,6282246.00000000,158334.26910000,158334.26910000,0.02520345,4001
1015,VELODROMEUSDT,VELODROME,USDT,0.01694000,0.77300000,0.01728000,0.01660000,9200397.40000000,156573.28933900,156573.28933900,0.01701810,3384
1016,QUICKTUSD,QUICK,TUSD,0.04668000,-17.97600000,0.05812000,0.04150000,2958544.00000000,154948.59122000,154948.59122000,0.05237326,4000
1017,DEXEBUSD,DEXE,BUSD,2.10000000,-8.09600000,2.29400000,2.03900000,70818.25000000,154693.89125000,154693.89125000,2.18437890,4000
1018,SSVTUSD,SSV,TUSD,45.55000000,26.52800000,48.53000000,33.33000000,3553.39300000,153532.88896000,153532.88896000,43.20740457,4000
1019,AMPUSDT,AMP,USDT,0.00037700,-1.05000000,0.00038300,0.00037100,407600758.00000000,153364.97802600,153364.97802600,0.00037626,1617
1020,IDTUSD,ID,TUSD,0.88208000,0.55200000,0.97790000,0.82102000,168027.00000000,152811.13436000,152811.13436000,0.90944392,4000
1021,CATIUSDT,CATI,USDT,0.04898000,3.44200000,0.04950000,0.04626000,3174251.80000000,152233.30600900,152233.30600900,0.04795880,4940
1022,TKOUSDT,TKO,USDT,0.05120000,-1.15800000,0.05220000,0.04980000,2984352.70000000,152100.48484000,152100.48484000,0.05096599,3404
1023,DIABUSD,DIA,BUSD,0.23840000,-2.09400000,0.26900000,0.23340000,607933.30000000,152039.78789000,152039.78789000,0.25009288,4000
1024,OGUSDT,OG,USDT,2.49600000,-1.38300000,2.53100000,2.47400000,60693.00000000,151507.72010000,151507.72010000,2.49629644,1991
1025,DOTUSDC,DOT,USDC,0.75600000,-0.78700000,0.76900000,0.75300000,199519.78000000,151481.20443000,151481.20443000,0.75922901,1336
1026,JUVUSDT,JUV,USDT,0.30000000,-0.33200000,0.30700000,0.29800000,500947.54000000,151164.66362000,151164.66362000,0.30175747,2169
1027,1000CHEEMSUSDC,1000CHEEMS,USDC,0.00048300,-0.20700000,0.00048700,0.00047500,313232631.00000000,151007.67023100,151007.67023100,0.00048209,18384
1028,STRKUSDC,STRK,USDC,0.02313000,-1.32300000,0.02365000,0.02294000,6489104.79000000,150876.69889790,150876.69889790,0.02325077,2663
1029,USARBUSDT,USARB,USDT,19.04000000,-5.78900000,20.51000000,18.83000000,7646.08000000,150310.28080000,150310.28080000,19.65847608,2044
1030,THETAUSDT,THETA,USDT,0.13730000,-0.86600000,0.13910000,0.13560000,1082595.10000000,149078.20214000,149078.20214000,0.13770449,2175
1031,CUSDT,C,USDT,0.06550000,-2.38500000,0.06730000,0.06520000,2245942.10000000,148970.45875000,148970.45875000,0.06632872,3249
1032,DELLBUSDT,DELLB,USDT,479.49000000,-2.60400000,505.38000000,470.87000000,303.31800000,148695.05151000,148695.05151000,490.22824729,4122
1033,STGUSDT,STG,USDT,0.14100000,-1.81100000,0.14780000,0.14100000,1021597.70000000,147146.25559000,147146.25559000,0.14403542,3108
1034,C98USDT,C98,USDT,0.01436000,-0.55400000,0.01456000,0.01420000,10178941.00000000,146455.98754300,146455.98754300,0.01438814,2154
1035,BTTCUSDT,BTTC,USDT,0.00000026,-3.70400000,0.00000027,0.00000026,547351097048.00000000,146025.24189387,146025.24189387,0.00000027,6399
1036,SHIBDOGE,SHIB,DOGE,0.00006290,2.11000000,0.00006390,0.00006070,32676370855.00000000,2057558.61786530,144831.55111154,0.00006297,4000
1037,TROYUSDT,TROY,USDT,0.00006900,-23.33300000,0.00010500,0.00006100,1612739544.00000000,144294.08224300,144294.08224300,0.00008947,4001
1038,MBLUSDT,MBL,USDT,0.00058000,-0.51500000,0.00059000,0.00057600,247015120.00000000,143834.97458700,143834.97458700,0.00058229,12570
1039,ROBOUSDC,ROBO,USDC,0.01337000,-12.89900000,0.01571000,0.01323000,10031845.00000000,143332.79201000,143332.79201000,0.01428778,1835
1040,MAGICUSDT,MAGIC,USDT,0.04050000,-2.17400000,0.04160000,0.04040000,3489392.70000000,142976.01022000,142976.01022000,0.04097447,3284
1041,SAGAUSDC,SAGA,USDC,0.01324000,1.06900000,0.01351000,0.01286000,10780596.30000000,142296.45794400,142296.45794400,0.01319931,1816
1042,BARUSDT,BAR,USDT,0.26300000,0.38200000,0.26500000,0.26000000,538212.61000000,141250.77698000,141250.77698000,0.26244420,1355
1043,ACHUSDT,ACH,USDT,0.00417000,-1.18500000,0.00423000,0.00412000,33746494.00000000,141199.06003000,141199.06003000,0.00418411,3060
1044,TSMBUSDT,TSMB,USDT,431.59000000,1.11800000,435.67000000,425.57000000,328.58800000,141055.27456000,141055.27456000,429.27701121,2647
1045,FOGOUSDT,FOGO,USDT,0.00845000,-3.20700000,0.00875000,0.00833000,16444795.00000000,140522.42219000,140522.42219000,0.00854510,5177
1046,MINAUSDT,MINA,USDT,0.03970000,0.50600000,0.04000000,0.03880000,3554472.60000000,140420.47533000,140420.47533000,0.03950529,1459
1047,AIUSDT,AI,USDT,0.01730000,-1.14300000,0.01770000,0.01700000,8082701.60000000,140020.13404000,140020.13404000,0.01732343,1578
1048,HARDUSDT,HARD,USDT,0.00950000,-40.25200000,0.01590000,0.00880000,11528516.00000000,138020.67770000,138020.67770000,0.01197211,4001
1049,BANKUSDC,BANK,USDC,0.03560000,-2.19800000,0.03660000,0.03470000,3841832.30000000,137311.59019000,137311.59019000,0.03574117,1259
1050,TNSRUSDT,TNSR,USDT,0.03170000,-1.85800000,0.03240000,0.03160000,4258851.40000000,135709.45293000,135709.45293000,0.03186527,2712
1051,MUBARAKUSDC,MUBARAK,USDC,0.01767000,7.15600000,0.01856000,0.01649000,7741977.10000000,135653.43041100,135653.43041100,0.01752181,1297
1052,BTTCUSDC,BTTC,USDC,0.00000078,0.00000000,0.00000081,0.00000075,173405415324.00000000,135544.54453342,135544.54453342,0.00000078,4000
1053,LAYERUSDT,LAYER,USDT,0.06080000,0.00000000,0.06180000,0.05960000,2213558.76000000,134921.16658100,134921.16658100,0.06095215,1428
1054,BATUSDT,BAT,USDT,0.05870000,-2.00300000,0.06020000,0.05860000,2264760.00000000,134378.90210000,134378.90210000,0.05933472,2353
1055,ORDIUSDC,ORDI,USDC,3.39300000,-0.11800000,3.48200000,3.29900000,39202.94000000,133070.88855000,133070.88855000,3.39441094,801
1056,ASTSBUSDT,ASTSB,USDT,71.93000000,-0.86800000,74.52000000,70.27000000,1841.88000000,133051.53340000,133051.53340000,72.23680880,3299
1057,ACXUSDT,ACX,USDT,0.04123000,0.51200000,0.04162000,0.04101000,3236761.40000000,132999.89232900,132999.89232900,0.04109042,3723
1058,KMNOUSDT,KMNO,USDT,0.01793000,0.11200000,0.01813000,0.01769000,7385050.00000000,132166.53674000,132166.53674000,0.01789650,2252
1059,FILUSDC,FIL,USDC,0.66930000,-1.71800000,0.68130000,0.65860000,196466.28000000,131019.21199800,131019.21199800,0.66687888,1539
1060,ZBTUSDC,ZBT,USDC,0.07660000,-9.24200000,0.08440000,0.07640000,1645206.20000000,130841.77030000,130841.77030000,0.07952910,2953
1061,FLNCBUSDT,FLNCB,USDT,12.69000000,-4.37100000,13.42000000,12.54000000,10088.41000000,130816.30880000,130816.30880000,12.96698972,1993
1062,ETHFIUSDC,ETHFI,USDC,0.49160000,-3.13300000,0.51560000,0.48740000,260434.30000000,130814.26107000,130814.26107000,0.50229275,1576
1063,SLPUSDT,SLP,USDT,0.00052600,-1.12800000,0.00053400,0.00052100,247470946.00000000,130599.42021800,130599.42021800,0.00052774,2762
1064,RESOLVUSDT,RESOLV,USDT,0.01702000,-0.75800000,0.01737000,0.01673000,7632809.50000000,130594.10951900,130594.10951900,0.01710957,3150
1065,2ZUSDC,2Z,USDC,0.04932000,0.24400000,0.05166000,0.04772000,2626026.00000000,130476.74980000,130476.74980000,0.04968601,3355
1066,RLCUSDT,RLC,USDT,0.28900000,2.04800000,0.29060000,0.28200000,454270.40000000,130222.72165000,130222.72165000,0.28666345,4346
1067,FUSDT,F,USDT,0.00276000,-1.42900000,0.00283000,0.00274000,46698951.00000000,129768.39036000,129768.39036000,0.00277883,1707
1068,IBMBUSDT,IBMB,USDT,228.41000000,-2.75500000,235.31000000,228.16000000,553.18200000,128819.54364000,128819.54364000,232.87009274,3897
1069,AITUSD,AI,TUSD,0.51400000,-28.01100000,0.76100000,0.50600000,185491.30000000,128082.22490000,128082.22490000,0.69050260,4000
1070,GMXUSDT,GMX,USDT,6.63000000,-1.33900000,6.94000000,6.59000000,18622.17300000,125695.32697000,125695.32697000,6.74976690,4347
1071,GNSUSDT,GNS,USDT,0.50800000,-1.74100000,0.51900000,0.48200000,244290.38000000,123602.39970000,123602.39970000,0.50596507,3548
1072,LQTYUSDT,LQTY,USDT,0.18910000,-3.66800000,0.19630000,0.18730000,647605.50000000,123512.01846000,123512.01846000,0.19072108,2413
1073,CTSIUSDT,CTSI,USDT,0.02453000,-1.80100000,0.02500000,0.02421000,5035330.00000000,123454.32450000,123454.32450000,0.02451762,1644
1074,REZUSDT,REZ,USDT,0.00270200,-0.95300000,0.00277400,0.00266600,45473827.60000000,123432.45454110,123432.45454110,0.00271436,4514
1075,PSGUSDT,PSG,USDT,0.47600000,-1.24500000,0.48300000,0.47300000,257782.06000000,122930.17251000,122930.17251000,0.47687637,2138
