rank,symbol,base,quote,price,change_24h_pct,high_24h,low_24h,volume_24h,quote_volume_24h,usd_volume_24h_approx,vwap_24h,trades_24h
2646,ATOMBRL,ATO,MBRL,66.35000000,4.39000000,71.90000000,58.64000000,51921.43000000,3359590.68003000,,64.70528027,4000
2647,BNBUST,BN,BUST,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2648,CRVETH,CR,VETH,0.00020780,-22.05600000,0.00029160,0.00019580,1074487.56000000,236.28375626,,0.00021990,4000
2649,HIGHBNB,HIG,HBNB,0.00455700,-32.44900000,0.00790000,0.00383600,195163.82000000,1239.77836385,,0.00635250,4000
2650,NEARRUB,NEA,RRUB,183.40000000,60.31500000,185.10000000,108.50000000,279242.16500000,41750303.30310000,,149.51289073,4000
2651,ROSETRY,ROS,ETRY,0.25370000,-0.66600000,0.25820000,0.24850000,26322067.00000000,6701912.94147000,,0.25461196,818
2652,API3BTC,API,3BTC,0.00000453,0.00000000,0.00000600,0.00000440,957046.72000000,4.82790302,,0.00000504,4000
2653,BTTCTRY,BTT,CTRY,0.00001237,-0.80200000,0.00001258,0.00001234,220110300094.00000000,2726579.57537975,,0.00001239,1028
2654,ACABTC,AC,ABTC,0.00000032,-3.03000000,0.00000041,0.00000029,18840159.62000000,6.53685948,,0.00000035,4000
2655,ANCBTC,AN,CBTC,0.00000186,-15.45500000,0.00000227,0.00000182,9828343.80000000,20.08164660,,0.00000204,4001
2656,BDOTDOT,BDO,TDOT,0.99820000,2.32700000,0.99900000,0.97080000,1037633.84100000,1026444.04684670,,0.98921605,4000
2657,XNOBTC,XN,OBTC,0.00000809,-3.69000000,0.00000914,0.00000801,276573.90000000,2.32904540,,0.00000842,4000
2658,XNOETH,XN,OETH,0.00050170,-7.67400000,0.00054910,0.00048000,481207.70000000,244.53034262,,0.00050816,4000
2659,COSTRY,CO,STRY,0.00630000,-68.65700000,0.02100000,0.00630000,3192843286.00000000,44856122.83860000,,0.01404896,6120
2660,KAVAETH,KAV,AETH,0.00030660,-3.58500000,0.00033980,0.00030280,395706.52000000,124.48930960,,0.00031460,4000
2661,MCBNB,M,CBNB,0.00069800,-11.75700000,0.00081800,0.00068900,1808919.22000000,1334.49289664,,0.00073773,4000
2662,ONETRY,ON,ETRY,0.03570000,-1.65300000,0.03740000,0.03480000,508805292.69999999,18222304.44416000,,0.03581391,2820
2663,WOOBTC,WO,OBTC,0.00000064,-14.66700000,0.00000079,0.00000062,8381591.20000000,5.92577553,,0.00000071,4000
2664,WOOBNB,WO,OBNB,0.00114100,-13.82200000,0.00151500,0.00111800,1311865.80000000,1776.78620430,,0.00135440,4000
2665,CELRETH,CEL,RETH,0.00000789,-17.55500000,0.00001140,0.00000774,74050930.00000000,719.02326813,,0.00000971,4000
2666,PEOPLEBNB,PEOPL,EBNB,0.00004675,-40.01800000,0.00008174,0.00004403,26097185.00000000,1553.27398758,,0.00005952,4000
2667,SLPBNB,SL,PBNB,0.00000884,4.86400000,0.00001035,0.00000822,362409451.00000000,3320.52655611,,0.00000916,4000
2668,SPELLBNB,SPEL,LBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2669,SPELLTRY,SPEL,LTRY,0.00368000,-1.07500000,0.00376000,0.00366000,833299957.00000000,3087747.71732000,,0.00370545,419
2670,AXSTRY,AX,STRY,40.70000000,-2.86400000,42.10000000,40.50000000,44417.80800000,1831259.70140000,,41.22805208,320
2671,DARTRY,DA,RTRY,7.66600000,-1.22400000,7.98600000,7.34100000,4862679.69000000,37489738.58089000,,7.70968704,4001
2672,NEARTRY,NEA,RTRY,76.90000000,-0.25900000,79.10000000,75.80000000,155316.14400000,12077518.21500000,,77.76086828,1524
2673,IDEXBNB,IDE,XBNB,0.00019820,-14.78900000,0.00026900,0.00019730,4837911.10000000,1073.64061289,,0.00022192,4000
2674,ALPINEEUR,ALPIN,EEUR,2.19600000,16.19000000,2.26400000,1.79900000,159581.30000000,317610.65345000,,1.99027488,4000
2675,ALPINETRY,ALPIN,ETRY,15.00000000,-1.96100000,15.37000000,14.91000000,542195.00000000,8172161.66420000,,15.07236633,1224
2676,ALPINEBTC,ALPIN,EBTC,0.00002994,-3.01300000,0.00003200,0.00002973,68461.92000000,2.09982425,,0.00003067,4000
2677,API3BNB,API,3BNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2678,BETAETH,BET,AETH,0.00003349,-6.13800000,0.00004031,0.00003144,3076850.70000000,107.02591047,,0.00003478,4000
2679,INJTRY,IN,JTRY,197.00000000,-0.55500000,200.20000000,193.40000000,71937.83000000,14179799.50800000,,197.11186045,2384
2680,TLMBNB,TL,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2681,API3TRY,API,3TRY,9.24000000,0.43500000,9.77000000,9.17000000,2587096.97000000,24351796.84230000,,9.41278859,3398
2682,GLMRBNB,GLM,RBNB,0.00102100,-13.98500000,0.00125400,0.00100000,1277746.50000000,1417.87832672,,0.00110967,4000
2683,MBOXTRY,MBO,XTRY,0.06500000,-56.66700000,0.16000000,0.05700000,480365767.13999999,58247171.23049000,,0.12125587,6003
2684,NBTBIDR,NBT,BIDR,39.10000000,-5.55600000,43.80000000,37.10000000,34454232.00000000,1413484989.79999995,,41.03000000,4000
2685,GMTBTC,GM,TBTC,0.00000021,-47.50000000,0.00000041,0.00000010,23430567.40000000,7.10298678,,0.00000030,4000
2686,GMTBNB,GM,TBNB,0.00076900,11.12700000,0.00078200,0.00065400,1325538.80000000,955.83170870,,0.00072109,4000
2687,ANCBNB,AN,CBNB,0.00012880,-18.11800000,0.00018900,0.00010680,15487517.41000000,2129.22651451,,0.00013748,4000
2688,ATOMEUR,ATO,MEUR,1.22400000,-3.54600000,1.26900000,1.21700000,2698.70000000,3349.51484000,,1.24115865,31
2689,KSMETH,KS,METH,0.02114000,-12.17300000,0.02645000,0.02000000,24705.82450000,579.68209815,,0.02346338,4000
2690,UMATRY,UM,ATRY,15.24000000,-1.35900000,15.51000000,15.16000000,85682.86000000,1312949.31050000,,15.32336001,335
2691,KDABTC,KD,ABTC,0.00000005,-83.33300000,0.00000031,0.00000004,26567497.64000000,4.26356613,,0.00000016,4000
2692,APEBTC,AP,EBTC,0.00000214,-11.20300000,0.00000264,0.00000200,2136720.86000000,4.85446500,,0.00000227,4000
2693,LUNAGBP,LUN,AGBP,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2694,NEAREUR,NEA,REUR,1.39700000,0.50400000,1.42500000,1.37700000,2541.30000000,3569.33120000,,1.40452965,108
2695,TWTTRY,TW,TTRY,18.36000000,-2.70300000,19.02000000,18.29000000,70039.78000000,1306568.02340000,,18.65465630,564
2696,WAVESEUR,WAVE,SEUR,1.35400000,-27.36100000,1.90100000,1.25000000,285812.40000000,460698.91726000,,1.61189269,4000
2697,APEEUR,AP,EEUR,1.50800000,6.19700000,1.75400000,1.40700000,411936.15000000,634937.88733000,,1.54135025,4000
2698,APEGBP,AP,EGBP,3.30500000,-6.66500000,3.58900000,2.71500000,171944.51000000,546536.23360000,,3.17856170,4000
2699,APETRY,AP,ETRY,5.95000000,0.50700000,6.07000000,5.83000000,802635.01100000,4808159.49924000,,5.99046819,834
2700,BSWBNB,BS,WBNB,0.00029870,-2.16200000,0.00036470,0.00028500,4571374.40000000,1410.20101927,,0.00030849,4000
2701,APEBNB,AP,EBNB,0.00527700,-24.33300000,0.00724300,0.00509100,281223.48500000,1682.90981111,,0.00598424,4000
2702,GMTBRL,GM,TBRL,1.32500000,-1.56000000,1.59500000,1.28300000,1017498.70000000,1433064.24790000,,1.40841875,4000
2703,GMTETH,GM,TETH,0.00010150,-15.06300000,0.00012050,0.00009780,1933527.70000000,207.91074131,,0.00010753,4000
2704,JASMYTRY,JASM,YTRY,0.17900000,-3.24300000,0.18600000,0.17600000,24112904.00000000,4332245.02300000,,0.17966501,656
2705,APEAUD,AP,EAUD,4.07200000,-40.41600000,6.83500000,4.07200000,228033.40000000,1244950.51243000,,5.45950949,4000
2706,GMTEUR,GM,TEUR,0.00980000,1.24000000,0.01051000,0.00913000,5502344.50000000,53401.03455500,,0.00970514,4000
2707,IMXBNB,IM,XBNB,0.00236200,-22.60800000,0.00353500,0.00230500,516649.02000000,1526.22830115,,0.00295409,4000
2708,RUNEETH,RUN,EETH,0.00019300,2.17000000,0.00020820,0.00018800,1084608.66600000,216.15553557,,0.00019929,4000
2709,AVAXGBP,AVA,XGBP,14.18000000,9.41400000,14.92000000,12.64000000,24240.28000000,336585.05040000,,13.88536149,4000
2710,MULTIBTC,MULT,IBTC,0.00003673,-2.67600000,0.00003778,0.00003183,43023.00600000,1.48488242,,0.00003451,4000
2711,APEETH,AP,EETH,0.00029190,-7.59700000,0.00032890,0.00027290,381624.39400000,114.86569740,,0.00030099,4000
2712,BSWETH,BS,WETH,0.00013660,4.51400000,0.00014380,0.00012620,1899279.60000000,251.80295305,,0.00013258,4000
2713,FILTRY,FI,LTRY,32.02000000,-1.86900000,32.65000000,31.56000000,199134.52900000,6369824.48687000,,31.98754389,659
2714,FTMEUR,FT,MEUR,0.68090000,-3.62300000,0.71820000,0.64670000,838392.00000000,574994.49520000,,0.68583013,4000
2715,GMTGBP,GM,TGBP,0.21070000,-44.72700000,0.40920000,0.20000000,1426295.00000000,405563.53808000,,0.28434758,4000
2716,ZILTRY,ZI,LTRY,0.10710000,-2.01300000,0.10940000,0.10660000,34236406.00000000,3696247.45833000,,0.10796248,1055
2717,GMTTRY,GM,TTRY,0.29500000,-1.66700000,0.30300000,0.29300000,9137125.05000000,2719248.20562000,,0.29760435,478
2718,WAVESTRY,WAVE,STRY,36.02000000,5.01500000,36.13000000,31.89000000,402674.54300000,13825913.40441000,,34.33520605,4001
2719,BTCUST,BT,CUST,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
2720,ASTRBTC,AST,RBTC,0.00000011,-8.33300000,0.00000016,0.00000010,34411373.50000000,4.27997068,,0.00000012,4000
2721,ASTRETH,AST,RETH,0.00003108,-12.77000000,0.00003580,0.00003086,10440664.20000000,340.41188696,,0.00003260,4000
2722,BSWTRY,BS,WTRY,0.44900000,-16.38700000,0.55800000,0.34200000,73627311.03000000,37061039.71311000,,0.50335995,4001
2723,FTTETH,FT,TETH,0.00114100,-16.28800000,0.00158400,0.00099400,566422.53600000,697.75051546,,0.00123186,4000
2724,FUNBNB,FU,NBNB,0.00001888,-10.35100000,0.00002212,0.00001744,36037071.00000000,702.29910837,,0.00001949,4000
2725,ZILEUR,ZI,LEUR,0.02063000,-6.60900000,0.02560000,0.01881000,32909760.90000000,723263.99951500,,0.02197719,4000
2726,APEBRL,AP,EBRL,22.16000000,-12.20300000,25.96000000,18.73000000,100839.70000000,2255587.26480000,,22.36804815,4000
2727,AUDIOTRY,AUDI,OTRY,0.56420000,-1.41500000,0.57780000,0.56130000,10892508.94000000,6182649.28871400,,0.56760562,1247
2728,GMTAUD,GM,TAUD,0.56950000,-7.05100000,0.61640000,0.53090000,602879.90000000,346232.64835000,,0.57429788,4000
2729,MOBBTC,MO,BBTC,0.00000094,-42.68300000,0.00000202,0.00000094,4578407.20000000,7.17728236,,0.00000157,4000
2730,NEXOBTC,NEX,OBTC,0.00001099,-1.25800000,0.00001125,0.00001094,279972.51000000,3.10209225,,0.00001108,2000
2731,REIBNB,RE,IBNB,0.00008210,-15.96700000,0.00010350,0.00007080,12307065.60000000,1048.94651892,,0.00008523,4000
2732,REIETH,RE,IETH,0.00001928,5.93400000,0.00002384,0.00001793,8767765.50000000,177.18087547,,0.00002021,4000
2733,GALBNB,GA,LBNB,0.00489300,-4.58300000,0.00543400,0.00368500,229292.82700000,1027.59158086,,0.00448157,4000
2734,GALBTC,GA,LBTC,0.00004073,0.09800000,0.00004285,0.00003960,147038.82800000,6.01360727,,0.00004090,4000
2735,JASMYEUR,JASM,YEUR,0.00456800,2.12400000,0.00502600,0.00433700,108265657.09999999,484111.75625170,,0.00447152,4000
2736,KNCBNB,KN,CBNB,0.00255000,-18.55600000,0.00367500,0.00212700,603115.81000000,1751.16867763,,0.00290354,4000
2737,SHIBGBP,SHI,BGBP,0.00000696,-8.17900000,0.00000758,0.00000648,84820329654.00000000,590993.61698104,,0.00000697,4000
2738,GALEUR,GA,LEUR,0.99500000,-41.12400000,1.72400000,0.78800000,459372.21800000,556064.29999500,,1.21048744,4000
2739,GALTRY,GA,LTRY,84.24000000,1.26200000,86.01000000,81.84000000,170034.86400000,14288767.18478000,,84.03433772,4001
2740,LDOBTC,LD,OBTC,0.00000585,-8.16300000,0.00000720,0.00000558,947165.99000000,6.19760663,,0.00000654,4000
2741,ENSTRY,EN,STRY,187.40000000,-2.80100000,192.80000000,183.20000000,38901.20000000,7279882.93870000,,187.13774739,999
2742,DAREUR,DA,REUR,0.12133000,-9.16400000,0.17049000,0.10719000,2464096.00000000,345020.62640000,,0.14001915,4000
2743,DARETH,DA,RETH,0.00010140,-10.89600000,0.00013840,0.00009370,4097796.40000000,457.64380704,,0.00011168,4000
2744,ALGOETH,ALG,OETH,0.00004447,-3.53600000,0.00004720,0.00003763,2829825.40000000,119.39266129,,0.00004219,4000
2745,ALGOTRY,ALG,OTRY,3.75900000,-0.55600000,3.82500000,3.70300000,379439.20000000,1432027.06250000,,3.77406199,332
2746,GALETH,GA,LETH,0.00076200,-29.64000000,0.00108600,0.00070700,323010.10000000,299.24611577,,0.00092643,4000
2747,RUNETRY,RUN,ETRY,31.38000000,2.21500000,33.58000000,30.33000000,669565.49000000,20874828.84350000,,31.17667974,4000
2748,GALBRL,GA,LBRL,8.68000000,9.32000000,11.58000000,6.74000000,227731.60000000,2105134.02170000,,9.24392584,4000
2749,OPBTC,O,PBTC,0.00000187,14.72400000,0.00000187,0.00000149,3938592.78000000,6.39100969,,0.00000162,4000
2750,OPBNB,O,PBNB,0.00281800,5.50400000,0.00328800,0.00262400,247976.10000000,729.93036040,,0.00294355,4000
2751,OPEUR,O,PEUR,0.10200000,-60.54200000,0.25930000,0.09750000,2188789.45000000,361499.86063400,,0.16515972,4000
2752,SNXETH,SN,XETH,0.00076800,-14.57200000,0.00093500,0.00072600,126146.30000000,107.22533732,,0.00085001,4000
2753,BELETH,BE,LETH,0.00041170,10.13900000,0.00048050,0.00033340,642487.50000000,247.67584545,,0.00038550,4000
2754,LITETH,LI,TETH,0.00035510,-38.21100000,0.00061860,0.00029810,531027.00000000,254.91690509,,0.00048005,4000
2755,BURGERETH,BURGE,RETH,0.00045000,-2.70300000,0.00054100,0.00044860,542703.54000000,264.40469539,,0.00048720,4000
2756,PEOPLEETH,PEOPL,EETH,0.00000668,-38.82800000,0.00001257,0.00000587,28602122.00000000,266.39866520,,0.00000931,4000
2757,UNFIETH,UNF,IETH,0.00224100,-14.92000000,0.00322500,0.00218200,86398.59000000,240.82173686,,0.00278733,4000
2758,BONDETH,BON,DETH,0.00266500,-11.69600000,0.00396600,0.00266500,120120.71800000,369.66726216,,0.00307746,4000
2759,STORJTRY,STOR,JTRY,2.28000000,-5.39400000,2.69000000,2.27000000,6951262.00000000,17175980.85600000,,2.47091548,2540
2760,OPETH,O,PETH,0.00010020,1.31400000,0.00011430,0.00008680,1350741.96000000,133.16706516,,0.00009859,4000
2761,ETCTRY,ET,CTRY,295.80000000,0.06800000,297.80000000,289.40000000,1124.62900000,331286.39410000,,294.57393869,86
2762,WINGETH,WIN,GETH,0.00352100,-30.40100000,0.00585900,0.00341000,63114.19800000,282.66725824,,0.00447866,4000
2763,FILETH,FI,LETH,0.00044690,-6.74000000,0.00052770,0.00039010,1547150.15000000,725.69093478,,0.00046905,4000
2764,STGBTC,ST,GBTC,0.00000203,-3.79100000,0.00000223,0.00000178,1200781.90000000,2.33295047,,0.00000194,4000
2765,ANKRTRY,ANK,RTRY,0.16100000,-0.98400000,0.16270000,0.15950000,1788601.00000000,288012.11850000,,0.16102648,115
2766,GMXBTC,GM,XBTC,0.00033200,-7.26300000,0.00036200,0.00032700,5122.78900000,1.75727364,,0.00034303,4000
2767,POLYXBTC,POLY,XBTC,0.00000063,-10.00000000,0.00000081,0.00000062,9931872.00000000,6.74638576,,0.00000068,4000
2768,APTBTC,AP,TBTC,0.00000867,-2.25500000,0.00000889,0.00000867,27285.31000000,0.24106999,,0.00000884,124
2769,BTCPLN,BT,CPLN,219901.00000000,1.43500000,235999.00000000,139400.00000000,30.98962000,6379686.34529000,,205865.26537886,7359
2770,ETHPLN,ET,HPLN,5895.00000000,2.32600000,6054.00000000,3800.00000000,273.61060000,1526126.10080000,,5577.73017858,4000
2771,BUSDPLN,BUS,DPLN,4.06500000,-4.55500000,4.27400000,4.02100000,1445334.00000000,6016287.72100000,,4.16255877,4000
2772,APTEUR,AP,TEUR,0.45400000,-1.08900000,0.45900000,0.44700000,5027.61000000,2283.07645000,,0.45410771,28
2773,APTTRY,AP,TTRY,25.20000000,-1.17600000,25.50000000,24.70000000,256883.09000000,6418889.61800000,,24.98759112,882
2774,APTBRL,AP,TBRL,39.76000000,-28.27000000,55.69000000,38.59000000,29224.87000000,1331486.99040000,,45.56006546,4000
2775,OSMOBTC,OSM,OBTC,0.00000884,-8.20400000,0.00000983,0.00000774,611695.67000000,5.40343706,,0.00000883,4000
2776,HFTBTC,HF,TBTC,0.00000031,-34.04300000,0.00000050,0.00000027,12070032.60000000,4.22268312,,0.00000035,4000
2777,ARPAETH,ARP,AETH,0.00002363,1.54700000,0.00002873,0.00002108,8230954.00000000,199.05418856,,0.00002418,4000
2778,HOOKBTC,HOO,KBTC,0.00000788,9.74900000,0.00000812,0.00000716,179272.00000000,1.36792200,,0.00000763,4000
2779,HOOKBNB,HOO,KBNB,0.00319530,-41.34400000,0.00563970,0.00201680,353969.80000000,1407.42251587,,0.00397611,4000
2780,MAGICBTC,MAGI,CBTC,0.00000084,-10.63800000,0.00000103,0.00000080,14060495.20000000,12.41233718,,0.00000088,4000
2781,BUSDRON,BUS,DRON,4.62800000,-1.06900000,4.80100000,4.50300000,1094865.00000000,5117455.05400000,,4.67405119,4000
2782,HIFIETH,HIF,IETH,0.00025310,-25.03000000,0.00037670,0.00024550,416319.80000000,122.73152427,,0.00029480,4000
2783,RPLBTC,RP,LBTC,0.00064100,-5.87400000,0.00071700,0.00061700,2739.17000000,1.81232976,,0.00066163,4000
2784,FETTRY,FE,TTRY,5.90000000,-0.84000000,6.00000000,5.70000000,13010246.50000000,75788183.56100000,,5.82526884,6100
2785,APTETH,AP,TETH,0.00046700,18.83000000,0.00052300,0.00036100,726565.54000000,315.13811068,,0.00043374,4000
2786,BTCRON,BT,CRON,382301.00000000,0.33400000,504800.00000000,365359.00000000,5.74498000,2150112.52723000,,374259.35812309,4000
2787,GNSBTC,GN,SBTC,0.00007210,-4.12200000,0.00007720,0.00007140,19088.70000000,1.41348500,,0.00007405,4000
2788,SYNBTC,SY,NBTC,0.00001152,-11.31600000,0.00001330,0.00001107,305145.00000000,3.60378030,,0.00001181,4000
2789,LQTYBTC,LQT,YBTC,0.00000841,-10.34100000,0.00000938,0.00000820,260971.20000000,2.25981630,,0.00000866,4000
2790,CFXTRY,CF,XTRY,2.04300000,1.69200000,2.06500000,1.97900000,1061740.00000000,2173034.02300000,,2.04667247,758
2791,STXTRY,ST,XTRY,5.80000000,-1.02400000,5.88000000,5.69000000,159080.00000000,919789.09800000,,5.78192795,254
2792,IDBTC,I,DBTC,0.00000075,-20.21300000,0.00000100,0.00000068,10541037.00000000,8.41983285,,0.00000080,4000
2793,IDBNB,I,DBNB,0.00094930,-3.81000000,0.00114620,0.00086620,883993.00000000,881.49302830,,0.00099717,4000
2794,ARBBTC,AR,BBTC,0.00000117,-0.84700000,0.00000119,0.00000116,2261524.70000000,2.65409929,,0.00000117,619
2795,AGIXTRY,AGI,XTRY,20.14000000,2.07800000,20.80000000,14.99000000,725427.00000000,14418775.69000000,,19.87626004,4001
2796,ARBTRY,AR,BTRY,3.62000000,1.68500000,3.63000000,3.49000000,6526428.80000000,23436682.75100000,,3.59104243,1500
2797,ARBEUR,AR,BEUR,0.10850000,8.71700000,0.11350000,0.07500000,2873006.50000000,251804.37427000,,0.08764490,4000
2798,IDTRY,I,DTRY,1.34600000,-1.82300000,1.38200000,1.33100000,1273049.00000000,1725806.41300000,,1.35564806,416
2799,IDEUR,I,DEUR,0.18769000,8.01700000,0.22000000,0.16255000,2033621.00000000,399247.88048000,,0.19632364,4000
2800,RDNTBTC,RDN,TBTC,0.00000107,20.22500000,0.00000113,0.00000088,4018919.00000000,4.02880887,,0.00000100,4000
2801,ARBRUB,AR,BRUB,95.10000000,-1.45100000,114.20000000,71.80000000,305267.80000000,28365140.60000000,,92.91887516,4000
2802,JOETRY,JO,ETRY,12.22000000,26.76300000,12.33000000,9.62000000,739038.10000000,8066456.40500000,,10.91480453,4000
2803,MAGICTRY,MAGI,CTRY,1.94000000,-2.02000000,1.99000000,1.93000000,1311111.70000000,2570185.25600000,,1.96030991,367
2804,USDTPLN,USD,TPLN,3.76300000,3.12400000,3.79100000,2.93500000,640302.00000000,2241341.46900000,,3.50044427,8318
2805,ACHTRY,AC,HTRY,0.19910000,-1.28900000,0.20200000,0.19720000,21781095.00000000,4359716.31700000,,0.20016057,1131
2806,XVSTRY,XV,STRY,246.80000000,-5.00400000,261.90000000,244.00000000,14301.79000000,3634651.09100000,,254.13959309,4000
2807,EGLDRON,EGL,DRON,25.00000000,-38.62000000,43.20000000,20.03000000,14048.50000000,478323.97300000,,34.04804591,4000
2808,USDTRON,USD,TRON,4.59800000,-0.26000000,4.65200000,4.52000000,548371.00000000,2524492.75500000,,4.60362192,4000
2809,USDTARS,USD,TARS,1583.90000000,0.02500000,1584.90000000,1581.80000000,654389.00000000,1036364567.60000002,,1583.71330753,13738
2810,EDUBNB,ED,UBNB,0.00181050,-11.08900000,0.00249000,0.00176680,183042.00000000,397.58793510,,0.00217211,4000
2811,EDUBTC,ED,UBTC,0.00000324,7.64100000,0.00000374,0.00000279,803247.00000000,2.59527896,,0.00000323,4000
2812,EDUEUR,ED,UEUR,0.47455000,-27.84200000,0.67023000,0.35521000,1457749.00000000,735359.59914000,,0.50444871,4000
2813,EDUTRY,ED,UTRY,1.80000000,-6.25000000,1.94000000,1.77000000,6047720.00000000,11269301.73000000,,1.86339674,1075
2814,SUIBTC,SU,IBTC,0.00001054,-1.67900000,0.00001074,0.00001054,58661.20000000,0.62524960,,0.00001066,469
2815,SUIBNB,SU,IBNB,0.00111600,0.54100000,0.00112400,0.00110600,5114.60000000,5.72105830,,0.00111857,54
2816,SUIEUR,SU,IEUR,0.58450000,-0.08500000,0.58680000,0.57680000,31341.60000000,18276.63922000,,0.58314315,387
2817,SUITRY,SU,ITRY,32.39000000,-0.03100000,32.54000000,31.92000000,422820.90000000,13660167.20700000,,32.30721851,2569
2818,RNDRTRY,RND,RTRY,233.63000000,2.85300000,240.67000000,222.18000000,161974.40000000,37571751.40000000,,231.96104693,4001
2819,OGTRY,O,GTRY,119.20000000,-1.32500000,121.20000000,118.40000000,24808.37000000,2962564.88100000,,119.41795777,357
2820,PEPETRY,PEP,ETRY,0.00012401,-0.64100000,0.00012553,0.00012111,760386719137.00000000,94111424.80920698,,0.00012377,10453
2821,WBETHETH,WBET,HETH,1.10440000,0.01800000,1.10700000,1.10420000,6791.29300000,7513.90737169,,1.10640306,2968
2822,FLOKITRY,FLOK,ITRY,0.00096800,-0.51400000,0.00097500,0.00095700,9490615337.00000000,9181247.23885700,,0.00096740,1277
2823,CITYTRY,CIT,YTRY,16.80000000,-0.59200000,17.10000000,16.60000000,114722.75000000,1927986.69000000,,16.80561780,170
2824,COMBOBNB,COMB,OBNB,0.00227200,-3.36000000,0.00268700,0.00215300,410606.20000000,1001.87152870,,0.00243998,4000
2825,COMBOTRY,COMB,OTRY,1.05000000,-1.86900000,1.42000000,1.00000000,27698860.80000000,33286631.49800000,,1.20173287,4001
2826,LTCTRY,LT,CTRY,2130.00000000,0.04700000,2133.00000000,2097.00000000,1267.81600000,2681248.60100000,,2114.85625753,485
2827,RADTRY,RA,DTRY,11.00000000,1.10300000,11.14000000,10.72000000,515023.90000000,5628199.24600000,,10.92803508,1163
2828,BTCARS,BT,CARS,101905948.00000000,1.85500000,101997198.00000000,99350848.00000000,0.45115000,45435741.35353000,,100710941.71235730,499
2829,OPTRY,O,PTRY,4.01000000,-1.23200000,4.09000000,3.92000000,813966.51000000,3272315.88720000,,4.02020949,660
2830,PAXGTRY,PAX,GTRY,210696.00000000,0.54900000,211455.00000000,208829.00000000,155.03810000,32593795.27140000,,210230.87403290,2444
2831,MAVBTC,MA,VBTC,0.00000026,-51.85200000,0.00000058,0.00000024,16190402.00000000,5.95223116,,0.00000037,4000
2832,PENDLEBTC,PENDL,EBTC,0.00002056,1.13100000,0.00002068,0.00001994,12817.00000000,0.26038206,,0.00002032,389
2833,MAVTRY,MA,VTRY,0.45000000,0.00000000,0.47000000,0.44000000,16553551.00000000,7475744.63000000,,0.45160973,709
2834,OCEANTRY,OCEA,NTRY,20.10000000,-3.82800000,21.01000000,18.60300000,650726.00000000,12974103.64300000,,19.93789036,4000
2835,TUSDTRY,TUS,DTRY,35.34000000,0.11300000,35.71000000,35.23000000,820171.00000000,29054651.87000000,,35.42511485,4000
2836,BCHTRY,BC,HTRY,9788.00000000,0.32800000,9836.00000000,9666.00000000,83.15800000,812605.55600000,,9771.82659516,141
2837,XVGTRY,XV,GTRY,0.09700000,-1.52300000,0.09910000,0.09640000,20467605.00000000,1997066.10690000,,0.09757205,144
2838,ARKMTRY,ARK,MTRY,4.26200000,-1.75200000,4.34800000,4.20500000,1059052.20000000,4516103.32860000,,4.26428776,1636
2839,ARKMBNB,ARK,MBNB,0.00021800,-46.43700000,0.00048300,0.00008600,1969354.00000000,607.76580940,,0.00030861,4000
2840,ARKMBTC,ARK,MBTC,0.00000202,-14.76800000,0.00000252,0.00000185,1479918.50000000,3.20829306,,0.00000217,4000
2841,ACATRY,AC,ATRY,0.07600000,-44.11800000,0.13600000,0.06600000,406929448.00000000,43275008.78600000,,0.10634524,4001
2842,COMPTRY,COM,PTRY,831.00000000,7.22600000,884.00000000,767.00000000,6348.31400000,5251213.85400000,,827.18243836,1204
2843,XECTRY,XE,CTRY,0.00029990,-1.60800000,0.00030850,0.00029900,11034694495.00000000,3352368.32796810,,0.00030380,433
2844,WLDBTC,WL,DBTC,0.00000552,-3.66500000,0.00000584,0.00000552,984019.00000000,5.59825671,,0.00000569,1915
2845,BNBFDUSD,BNBF,DUSD,607.57000000,-0.01600000,609.16000000,602.48000000,1616.65500000,979791.73159000,,606.06111483,3995
2846,ARKMRUB,ARK,MRUB,40.11000000,5.91500000,55.49000000,26.95000000,1043132.00000000,39614227.12000000,,37.97623610,4000
2847,WLDTRY,WL,DTRY,16.95000000,-2.13600000,17.70000000,16.83000000,2860751.00000000,49296686.62900000,,17.23207879,6176
2848,WLDRUB,WL,DRUB,218.30000000,26.84500000,243.10000000,140.00000000,181102.90000000,33965359.30000000,,187.54729659,4000
2849,AMPTRY,AM,PTRY,0.01810000,-0.54900000,0.01830000,0.01780000,156230070.00000000,2808025.59060000,,0.01797366,261
2850,OGNTRY,OG,NTRY,0.78300000,0.00000000,0.79200000,0.77100000,813522.00000000,637304.47100000,,0.78338935,174
2851,BTCFDUSD,BTCF,DUSD,64471.38000000,1.87500000,64556.50000000,62854.76000000,242.16278000,15404756.25989220,,63613.22850643,34299
2852,ETHFDUSD,ETHF,DUSD,1912.74000000,1.25700000,1919.24000000,1873.50000000,3173.41080000,6036981.22498600,,1902.36360984,26224
